c_personid,c_name,c_name_chn,c_index_year,c_index_year_type_code,c_index_year_source_id,c_female,c_index_addr_id,c_index_addr_type_code,c_ethnicity_code,c_household_status_code,c_tribe,c_birthyear,c_by_nh_code,c_by_nh_year,c_by_range,c_deathyear,c_dy_nh_code,c_dy_nh_year,c_dy_range,c_death_age,c_death_age_range,c_fl_earliest_year,c_fl_ey_nh_code,c_fl_ey_nh_year,c_fl_ey_notes,c_fl_latest_year,c_fl_ly_nh_code,c_fl_ly_nh_year,c_fl_ly_notes,c_surname,c_surname_chn,c_mingzi,c_mingzi_chn,c_dy,c_choronym_code,c_notes,c_by_intercalary,c_dy_intercalary,c_by_month,c_dy_month,c_by_day,c_dy_day,c_by_day_gz,c_dy_day_gz,c_surname_proper,c_mingzi_proper,c_name_proper,c_surname_rm,c_mingzi_rm,c_name_rm,c_created_by,c_modified_by,c_self_bio,c_created_date,c_modified_date
541267,Fang Yu,方隅,1088.0,5.0,,0.0,12876.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yu,隅,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541444,Fang Songbin,方宋賓,1088.0,5.0,,0.0,13949.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Songbin,宋賓,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541495,Fang Nanfu,方南阜,,,,0.0,13868.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Nanfu,南阜,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541496,Fang Gongxian,方公顯,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Gongxian,公顯,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541497,Fang He,方赫,1073.0,5.0,,0.0,12763.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,He,赫,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541498,Fang Bi,方庇,,,,0.0,13949.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Bi,庇,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541499,Fang Yan,方顔,1118.0,5.0,,0.0,12881.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yan,顔,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541500,Fang Shu,方樞,,,,0.0,13870.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Shu,樞,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541501,Fang Yuanshen,方元宷,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yuanshen,元宷,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541502,Fang Fusong,方輔宋,1043.0,5.0,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Fusong,輔宋,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541503,Fang Yingceng,方瑩曾,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yingceng,瑩曾,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541504,Fang Shibin,方士玢,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Shibin,士玢,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541505,Fang Shixie,方士卨,1145.0,5.0,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Shixie,士卨,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541506,Fang Xiang,方襄,,,,0.0,13870.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Xiang,襄,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541507,Fang Yin,方寅,,,,0.0,13870.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yin,寅,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541508,Fang Yinggeng,方應賡,,,,0.0,13949.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yinggeng,應賡,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541509,Fang Jun,方浚,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Jun,浚,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541510,Fang Cou,方湊,,,,0.0,13949.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Cou,湊,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541511,Fang Qiyi,方其乂,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Qiyi,其乂,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541512,Fang Guan,方貫,,,,0.0,13949.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Guan,貫,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541513,Fang Zhe,方喆,1073.0,5.0,,0.0,12763.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zhe,喆,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541514,Fang Leihuan,方雷焕,1199.0,5.0,,0.0,13949.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Leihuan,雷焕,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541515,Fang Hong,方竑,1133.0,5.0,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Hong,竑,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541523,Fang Nanzhong,方南仲,,,,0.0,12671.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Nanzhong,南仲,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541688,Fang Longrong,方龍榮,1232.0,5.0,,0.0,12736.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Longrong,龍榮,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541691,Fang Yanwu,方炎午,1232.0,5.0,,0.0,14362.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yanwu,炎午,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
541747,Fang Ronglong,方榮龍,1232.0,5.0,,0.0,100512.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Ronglong,榮龍,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
542139,Fang Ganxuan,方干宣,,,,0.0,13870.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Ganxuan,干宣,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
542341,Fang Gui,方圭,962.0,5.0,,0.0,12854.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Gui,圭,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
542403,Fang Mo,方謨,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Mo,謨,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
542501,Fang Zhuangyou,方壯猷,1145.0,5.0,,0.0,100352.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zhuangyou,壯猷,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
542511,Fang Tingzhi,方挺之,1145.0,5.0,,0.0,100352.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Tingzhi,挺之,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
542611,Fang Yuquan,方與權,,,,0.0,13869.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yuquan,與權,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
542868,Fang Shuyu,方叔瑜,1151.0,5.0,,0.0,12780.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Shuyu,叔瑜,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
542884,Fang Shen,方宷,1151.0,5.0,,0.0,13870.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Shen,宷,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
542890,Fang Qizhi,方奇之,1151.0,5.0,,0.0,100352.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Qizhi,奇之,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
542921,Fang Zhongneng,方仲能,1151.0,5.0,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zhongneng,仲能,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
543201,Fang Jianji,方薦鷄,,,,0.0,13869.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Jianji,薦鷄,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
543566,Fang Yuanshan,方元善,1217.0,5.0,,0.0,14362.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yuanshan,元善,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
543583,Fang Daren,方大任,1217.0,5.0,,0.0,13870.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Daren,大任,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
543646,Fang Jifu,方吉甫,1217.0,5.0,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Jifu,吉甫,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
543775,Fang Yuanlong,方元龍,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yuanlong,元龍,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
543872,Fang Zhenlong,方震龍,1211.0,5.0,,0.0,100584.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zhenlong,震龍,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
543943,Fang Dajian,方大建,1211.0,5.0,,0.0,12781.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Dajian,大建,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
544031,Fang Wenbing,方文炳,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Wenbing,文炳,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
544032,Fang Gusun,方顧孫,,,,0.0,13869.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Gusun,顧孫,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
544193,Fang Ji,方畿,1220.0,5.0,,0.0,12795.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Ji,畿,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
544197,Fang Ji,方吉,1220.0,5.0,,0.0,26123.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Ji,吉,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
544260,Fang Mengyu,方夢玉,1220.0,5.0,,0.0,12780.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Mengyu,夢玉,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
544321,Fang Deng,方登,1220.0,5.0,,0.0,100352.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Deng,登,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
544363,Fang Nanqiang,方南强,,,,0.0,12671.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Nanqiang,南强,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
544428,Fang Yuanmei,方元美,1214.0,5.0,,0.0,12854.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yuanmei,元美,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
544877,Fang Jing,方景,1043.0,5.0,,0.0,12716.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Jing,景,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
545184,Fang Zundu,方遵度,1019.0,5.0,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zundu,遵度,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
545191,Fang Jianchen,方簡宸,1019.0,5.0,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Jianchen,簡宸,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
545324,Fang Ruyuan,方孺元,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Ruyuan,孺元,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
545329,Fang Yixin,方一新,,,,0.0,12798.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yixin,一新,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
545339,Fang Su,方肅,1205.0,5.0,,0.0,100584.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Su,肅,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
545818,Fang Yu,方宇,1199.0,5.0,,0.0,12781.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yu,宇,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
545844,Fang Zhongjia,方仲嘉,1199.0,5.0,,0.0,13870.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zhongjia,仲嘉,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
545926,Fang Yingqi,方應旂,1199.0,5.0,,0.0,12733.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yingqi,應旂,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546015,Fang Yong,方泳,,,,0.0,13868.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yong,泳,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546361,Fang Ying,方鹰,,,,0.0,13949.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Ying,鹰,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546400,Fang Anshi,方安世,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Anshi,安世,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546451,Fang Guiling,方龜齡,1160.0,5.0,,0.0,100006.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Guiling,龜齡,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546504,Fang Zhou,方伷,1160.0,5.0,,0.0,12736.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zhou,伷,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546548,Fang Shuzhi,方叔治,1160.0,5.0,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Shuzhi,叔治,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546574,Fang Zhongyuan,方仲遠,1160.0,5.0,,0.0,12789.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zhongyuan,仲遠,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546578,Fang Qu,方璩,1160.0,5.0,,0.0,12789.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Qu,璩,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546593,Fang Shen,方審,,,,0.0,13870.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Shen,審,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546631,Fang Gang,方崗,,,,0.0,13870.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Gang,崗,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546709,Fang Gongfu,方公輔,1163.0,5.0,,0.0,12800.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Gongfu,公輔,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546766,Fang Yuanzhen,方元震,1163.0,5.0,,0.0,100228.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yuanzhen,元震,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546793,Fang Heng,方亨,1163.0,5.0,,0.0,12677.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Heng,亨,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546798,Fang Yizhong,方移忠,1163.0,5.0,,0.0,12852.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yizhong,移忠,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
546875,Fang Dang,方鐺,1064.0,5.0,,0.0,12800.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Dang,鐺,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547123,Fang Shuo,方碩,,,,0.0,100228.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Shuo,碩,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547187,Fang Xian,方顯,1130.0,5.0,,0.0,12888.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Xian,顯,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547225,Fang Si,方思,1130.0,5.0,,0.0,12690.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Si,思,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547323,Fang Ruqiang,方汝强,1121.0,5.0,,0.0,100501.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Ruqiang,汝强,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547366,Fang Tianbao,方天保,1121.0,5.0,,0.0,100584.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Tianbao,天保,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547452,Fang Huan,方焕,1121.0,5.0,,0.0,13949.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Huan,焕,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547505,Fang Xing,方興,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Xing,興,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547526,Fang Yanzhong,方彥中,1127.0,5.0,,0.0,12872.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yanzhong,彥中,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547551,Fang Nanqiang,方南强,1127.0,5.0,,0.0,100584.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Nanqiang,南强,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547608,Fang Taifu,方臺符,1127.0,5.0,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Taifu,臺符,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547610,Fang Mengxiang,方夢祥,1127.0,5.0,,0.0,12881.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Mengxiang,夢祥,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547622,Fang Yang,方洋,1127.0,5.0,,0.0,12854.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yang,洋,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547789,Fang Yi,方翊,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yi,翊,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547793,Fang Xin,方忻,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Xin,忻,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547796,Fang Zhen,方貞,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zhen,貞,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547809,Fang Dun,方敦,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Dun,敦,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547810,Fang Anzheng,方安正,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Anzheng,安正,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
547844,Fang Ying,方楹,1102.0,5.0,,0.0,12855.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Ying,楹,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548086,Fang Dazhong,方大中,1105.0,5.0,,0.0,12882.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Dazhong,大中,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548090,Fang Mai,方邁,1105.0,5.0,,0.0,14362.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Mai,邁,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548101,Fang Shen,方慎,1105.0,5.0,,0.0,13996.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Shen,慎,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548170,Fang Zhishao,方之邵,,,,0.0,26123.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zhishao,之邵,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548171,Fang Diaoke,方調可,,,,0.0,26123.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Diaoke,調可,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548215,Fang Jing,方涇,1108.0,5.0,,0.0,12855.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Jing,涇,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548355,Fang Yin,方闉,,,,0.0,26123.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yin,闉,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548438,Fang Zi,方粢,1112.0,5.0,,0.0,12716.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zi,粢,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548439,Fang Pu,方溥,1112.0,5.0,,0.0,12716.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Pu,溥,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548548,Fang Xu,方序,1112.0,5.0,,0.0,12733.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Xu,序,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548564,Fang Shixin,方師心,,,,0.0,26123.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Shixin,師心,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548606,Fang Xiang,方庠,,,,0.0,13949.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Xiang,庠,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548725,Fang Zhengji,方正己,1115.0,5.0,,0.0,12881.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zhengji,正己,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548774,Fang Mi,方泌,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Mi,泌,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
548877,Fang Jie,方節,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Fang,方,Jie,節,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
549518,Fang Zongsheng,方宗勝,1229.0,5.0,,0.0,100564.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zongsheng,宗勝,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
549531,Fang Gongfu,方公輔,,,,0.0,12800.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Gongfu,公輔,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
549698,Fang Mi,方秘,1175.0,5.0,,0.0,100352.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Mi,秘,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
549780,Fang Bangzhen,方邦振,1175.0,5.0,,0.0,12855.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Bangzhen,邦振,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
549965,Fang Qishen,方起莘,,,,0.0,100531.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Qishen,起莘,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
549986,Fang Yong,方泳,,,,0.0,13949.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Yong,泳,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
550012,Fang Zhefu,方哲甫,1133.0,5.0,,0.0,12854.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Zhefu,哲甫,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
550159,Fang Tingjian,方廷堅,1133.0,5.0,,0.0,12841.0,1.0,,,,,,,,,,,,,,,,,,,,,,Fang,方,Tingjian,廷堅,15.0,,,,,,,,,,,,,,,,,load,,1.0,2021-08-09 00:00:00,
550653,Fang Dageng,方大𡙡,1556.0,19.0,,0.0,4664.0,1.0,,,,,,,,,,,,,-1.0,,,,,,,,,Fang,方,Dageng,大𡙡,19.0,,,0.0,0.0,,,,,,,,, ,,, ,车佳敏,车佳敏,,2021-08-30 00:00:00,2021-08-30 00:00:00
550853,Fang Shi,方適,1565.0,12.0,126376.0,0.0,5118.0,1.0,,,,,,,,,,,,,-1.0,,,,,,,,,Fang,方,Shi,適,19.0,,,0.0,0.0,,,,,,,,, ,,, ,冯合昕,冯合昕,,2021-09-26 00:00:00,2021-09-26 00:00:00
